categorie,capacite,prix,montant
music,573,1698.2439615319627,158230.0
theatre,1250,821.0206731922436,182830.0
sport,2517,903.4129751320472,353490.0
art,4083,708.2175983631655,414960.0
general,5173,1962.9997865432179,1628000.0
sport,2593,1801.4981290162887,854690.0
sport,7597,1468.6504042440636,1606630.0
music,3477,1601.4193203745779,694150.0
art,2357,1098.9511390102236,480060.0
music,7752,1620.763129532313,2180810.0
theatre,5355,1592.992858875094,896860.0
theatre,7375,1616.2359250799252,1730640.0
general,67,1230.0235947098522,25440.0
music,5185,15.385217109834759,61320.0
art,3452,486.3313154527957,371370.0
sport,5930,1340.5398713535394,1649610.0
theatre,8815,822.8619298477422,1248970.0
sport,9402,1620.8830842533882,2891570.0
sport,2861,1745.7082927538129,758670.0
general,1178,781.6380599279715,85230.0
art,347,672.3488384057521,42340.0
theatre,4978,1234.4874465686482,892910.0
art,2226,1822.8505250276185,821480.0
general,4830,518.0724893178319,278350.0
music,5480,1431.7069989289814,1623930.0
theatre,3714,1046.332139007302,749290.0
music,3338,286.58267952557014,244410.0
general,5702,786.9891862931473,603300.0
general,4042,1946.9581377278744,1138230.0
sport,2199,425.2092451835183,196350.0
theatre,7881,1393.6668878593593,2131330.0
art,2283,164.93565837494307,80550.0
sport,9638,1451.2724561308123,2954850.0
art,3511,1614.5453030872861,621140.0
theatre,4878,1482.2293625997431,1142520.0
theatre,8311,1789.517935565208,1511970.0
sport,309,133.56864880648735,13690.0
general,4603,1454.6035497227322,1140780.0
music,4581,698.3220273120638,735800.0
theatre,2527,722.3720656127888,368120.0
general,6496,1749.0428754239072,1654190.0
music,3069,1489.652007522135,837970.0
general,921,1165.2023227759744,162130.0
general,8133,767.710679882648,1029630.0
sport,5970,490.26622451812375,573890.0
sport,129,1156.5821963153503,28020.0
theatre,7631,968.8832790842355,1532680.0
general,9663,1799.8786578150775,3205930.0
theatre,572,1312.2671600680924,129570.0
theatre,5845,291.6078161488924,297950.0
music,4340,1297.7532827562363,916340.0
general,953,1515.6690609657335,267290.0
sport,811,405.711768435701,44560.0
sport,5187,169.0246115723144,156570.0
general,4322,1464.9138761391168,591580.0
art,5968,1661.281165627105,1590130.0
general,9278,429.9546489446768,687560.0
sport,6035,30.813229372899986,106020.0
theatre,1448,1127.5335704879353,291160.0
sport,179,613.2942281786779,20910.0
general,7753,1613.7206972766369,1489400.0
general,7305,1545.3789862117453,1390960.0
music,8314,1207.6217804466703,2284900.0
music,2143,38.74469545269754,32770.0
sport,5877,1789.283621827651,2140320.0
theatre,4110,707.3189121818107,499340.0
theatre,2307,920.5679316345153,467160.0
general,2662,1311.401866563086,635790.0
sport,4232,262.1424751483228,190270.0
art,7895,329.40688170127055,360960.0
theatre,2927,796.5711312124621,383490.0
theatre,9963,1902.2939219716334,3285890.0
art,583,1709.997584447089,118370.0
theatre,2093,626.289819079606,153340.0
theatre,7630,244.751866465287,291920.0
art,5955,1198.144982330682,1122310.0
music,7736,1183.0687975851636,1538840.0
theatre,6198,594.9801710133897,513830.0
general,5488,1848.3924425045727,1170990.0
sport,139,1674.3604045496618,48830.0
music,7424,1616.76376443915,2342070.0
general,6489,1033.6590148930736,1244890.0
sport,4751,1440.628312065701,1331080.0
music,3036,309.9489076798423,165540.0
music,8474,517.6486291168454,1052970.0
theatre,2993,448.2681866636631,261190.0
art,9472,1178.4863512076572,2295420.0
music,5834,1851.401799542398,1587250.0
sport,2307,475.29225908031924,285100.0
art,1821,1780.9656228811398,318020.0
sport,9005,1206.3056815120212,1575770.0
sport,8086,1574.7858229610072,2433240.0
music,3237,25.05297221090652,45220.0
music,9341,744.3200278502478,1667830.0
music,2942,1696.1198847889398,931550.0
sport,3220,1840.8662922663625,1397210.0
art,3461,1144.6733771150184,822460.0
theatre,3265,1773.7926817535536,782650.0
art,5200,902.6979724341937,739980.0
music,8498,606.3499017541569,1230190.0
art,7192,231.57983492212253,283980.0
sport,4017,213.47819803618285,131420.0
general,824,965.6797991564756,94230.0
theatre,8549,336.768575207991,372490.0
art,8276,1907.3687285789993,1961270.0
theatre,8030,611.9458984912569,723540.0
art,9553,1871.145657890563,2328990.0
sport,195,1019.1199965111422,23540.0
music,5001,219.29545266750483,194480.0
music,1399,255.45408609895136,58190.0
music,5464,912.6627704090922,796520.0
music,8720,917.8015876137482,1184210.0
theatre,5081,1178.2714532202817,613340.0
sport,2001,621.5687845546983,230910.0
art,9190,1566.0783484765923,2490360.0
general,399,1129.9353521926112,55760.0
sport,4307,403.8560716068218,446150.0
art,1549,765.0348892106897,148980.0
theatre,6984,156.83488151464496,253650.0
art,3129,1514.9380439385368,954630.0
music,9289,254.49238041216816,640860.0
music,1348,992.0640039379502,170580.0
art,5983,435.9276915091401,441110.0
general,7956,1557.1960803621466,2124780.0
music,6291,1622.1012798175148,1816170.0
art,3121,1813.3034110752849,1154380.0
theatre,1826,28.82542218132711,29000.0
general,9273,1618.5374526526778,2313830.0
theatre,7357,1290.205385375789,1805340.0
sport,9645,74.3029261560102,247010.0
music,3764,1288.9828901020624,797150.0
music,3519,66.66963904324264,51200.0
sport,1416,1529.672177302329,380270.0
theatre,7216,272.18829197552543,354790.0
music,8065,1701.0091397955457,2633420.0
music,1323,75.1351420691182,21250.0
music,7245,635.9823603698737,735310.0
music,1729,1964.8974890504626,548460.0
music,137,302.8562928815217,5820.0
art,7390,1605.930837155028,1311430.0
art,9689,1620.39865488059,2258970.0
music,5566,700.3593405664282,821230.0
art,8878,583.9352236351465,676250.0
sport,308,315.33564529050074,14240.0
art,9952,808.3153689106529,1575810.0
music,6097,1737.0851037693487,2067220.0
sport,7770,589.7888166298619,1004660.0
art,5468,1506.3390732422363,1456930.0
art,4511,494.0034867600529,268300.0
general,2146,1883.1847826406931,459090.0
theatre,5122,450.54424897443647,308750.0
theatre,6454,1139.5090243627174,1312520.0
general,2058,1008.9768302365856,194830.0
sport,7049,89.54260750598841,154530.0
art,3494,1072.6905612175235,447990.0
theatre,1253,366.6395719658626,69640.0
music,6420,665.0255357841551,1003540.0
general,3207,1371.5528693442564,562030.0
music,2283,1208.1473012032282,512490.0
sport,2152,1402.3933611078137,461980.0
music,8544,1645.2339823119505,2045080.0
theatre,7467,1229.9581422082092,1834700.0
art,2771,1890.9252401459466,602580.0
general,5106,1438.663834237981,1083290.0
theatre,2266,1569.7497683326865,477310.0
music,6550,684.97646443272,819870.0
sport,586,1163.2609878833623,81700.0
music,8086,1626.9813864122043,2292190.0
theatre,6982,1348.6155704312764,1519930.0
music,1188,804.2681879696365,194870.0
theatre,4441,1844.7874335806753,1160280.0
music,847,1241.483542118647,192850.0
theatre,9427,626.4059235126393,816300.0
sport,9877,319.45299418900544,607650.0
art,961,402.92347076449045,50840.0
general,1659,946.2765249632483,236600.0
general,9807,829.6099140218032,1054910.0
sport,4807,452.29664844456073,365930.0
art,7467,910.5718144314894,700310.0
general,7995,746.84698163383,558870.0
sport,6438,1807.2225383562693,2224620.0
music,3798,967.7520483817366,864110.0
general,3863,1144.353484859773,660850.0
sport,6306,437.09052076029775,656390.0
general,4196,412.9869596457645,312880.0
general,732,1484.4812767529218,95260.0
music,9357,1947.1040408554968,4202960.0
art,211,1623.88072143248,43500.0
music,6393,884.7790913056701,757300.0
general,1665,205.88859174263808,76900.0
general,885,1965.242575278525,299590.0
art,3143,219.19048695864052,97100.0
general,5760,1258.83004243439,1176860.0
general,2170,770.4868398417124,254390.0
art,8778,1655.8675393422877,2595930.0
sport,7919,888.7846994886921,1734720.0
general,16,456.0488193899426,9190.0
sport,2434,1360.3931059465544,484600.0
music,5376,1804.6190701551304,1482360.0
theatre,7205,1467.6793228022239,2122340.0
music,1890,840.8101646301487,223370.0
general,6765,1281.5537583885402,1233330.0
art,2622,387.3455244589545,138220.0
theatre,9689,1633.1711676242278,3393270.0
theatre,5628,1284.4211890619756,1263490.0
sport,707,637.58794946575,56760.0
art,1614,1995.0452413113824,555010.0
general,7124,221.63270959770577,298180.0
art,3274,1092.3877863520659,466360.0
art,6103,1116.797790097633,1387240.0
art,4690,1623.6304931865643,1104840.0
art,7638,1845.3619339190634,2500480.0
art,5206,1738.8037386216772,1725190.0
